,Comments,Date,Likes
860,"This is one the biggest mistakes the ufc  ever with them losing best and greatest flyweight as well as fighter of all time. Poor business decision as now one fc had an American champ who they could claim was the best flyweight on the planet. What the ufc got was a semi-retired, out of prime welterweight champ who should have been signed years ago. On top of that they lost Francis and Nate who are still willing to fight. If this trend continues and they start losing more important fighter due dissatisfaction or their own poor decision making the ufc will lose their main appeal which is having the biggest and the best fighters. 

Who is next, Yan wanted to leave due the Omalley fight, Ankaleav was devastated after his split-draw, Zhalgas Zhumagulov literally retired after losing 2 straight controversial decisions with a total ufc record of 1-5 with 3 of the loses being controversial. Felice Herrig literally cried about not feeling valued due to other fighters being possibly prettier. Paulo Might be the next one as he wanted to get paid more to fight Whittaker now the fight isn't happening.",2023-01-16T19:49:02Z,0
861,"Imagine trading the objectively most dominant champion of all time, for a flighter who lost a striking battle against a 75 year old Damian Mia",2023-01-16T19:47:18Z,2
862,You guys need to do more research because DJ said he wanted to be traded and Dana didn't wanna trade him,2023-01-16T19:39:40Z,0
863,"great job man! wonderfully done, just beautiful👏👏",2023-01-16T19:29:07Z,1
864,the Mighty Mouse thing was kinda hard to take...,2023-01-16T19:24:55Z,0
865,That was great!,2023-01-16T19:21:26Z,0
866,I dont remember when i first saw Mighty Mouse fight ( UFC 152  or UFC on fox vs Dodson) but from the first time i saw him i knew he was something(Knowing what beast Dodson is) also admired him for not stooping down to trashtalking level.,2023-01-16T19:20:47Z,1
867,"One thing about DJ, when or if another fighter can defeat him, they look at it as the greatest accomplishment of their life, he is that good. Like DJ said, wins and loses happen in mma, but a true champion takes a loss like DJ and bounces back. He is the man, Dana is an idiot.",2023-01-16T19:12:33Z,2
868,This video needed to happen !! So glad it did. Spectacular job on yet another great video.,2023-01-16T19:10:46Z,27
869,"No USADA fails. No violent outbursts. No shortcuts.Hard life.Yet always classy. 
Forever the goat 🐐",2023-01-16T19:02:12Z,2
870,"Nice job on this Doc.  DJ is a great man, great fighter and deserves more recognition.",2023-01-16T18:56:47Z,14
871,"Maybe he used to be but Francis got fired in a random interview yesterday..he wasn't treated that great, he was also called scared to fight the best in the world by his boss. IDK i think Francis is up there with DJ.",2023-01-16T18:56:41Z,2
872,One FC has such a different feeling to it than UFC.  Seems to be much more respectful and professional.  DJ is also a nice guy which may help color that perception.,2023-01-16T18:55:02Z,177
873,"There is nothing better than taking a nap after a run and waking up to see a new video by you!
(Yes i followed your advice and started running Tom, cheers!)",2023-01-16T18:54:52Z,2
874,I always have to mention Mighty Mouse in top 5 and GOAT conversations because I feel he was so snubbed and unappreciated,2023-01-16T18:54:09Z,1
875,"sadly the UFC accidentally made a good choice because Askren got murdered, and DJ became a champ, further pushing the perception that the UFC is leagues above everyone else",2023-01-16T18:49:33Z,0
876,I’ll never forget his speech before his record defense his eyes and his last words “NEXT TIME WE BREAKKKK ITTTTTT” such intensity and passion if he was Jon jones size he would kick his ass,2023-01-16T18:42:33Z,366
877,Unbelievable video. Thank you for blessing us again. Easily becoming one of my favourite channels on the whole platform!,2023-01-16T18:36:31Z,61
878,"This dude is the real goat

Didn't fight has beens or gate keepers like GSP and Cain",2023-01-16T18:36:15Z,2
879,"The Johnson trade for Askren was the worst decision, ever.",2023-01-16T18:34:51Z,2
880,Ufc doesn’t have the best flyweight nor the best heavyweight. Maybe Dana can step in on short notice after his slap fight with his wife to save the day.,2023-01-16T18:32:53Z,2
881,Home run after home run man great work!,2023-01-16T18:32:25Z,1
882,What a legendary video,2023-01-16T18:27:22Z,1
883,I love love love your mma docs thanks for such great content ❤🎉,2023-01-16T18:26:48Z,1
884,Bro,2023-01-16T18:26:10Z,0
885,"Imagine the videos he and henry will make if he wins the trilogy with Moraes coming up, and Henry wins the UFC bantamweight title. The two best 135 lbers on earth. 

(Flyweight in ONE is 135)",2023-01-16T18:22:39Z,3
886,Another beautiful documentary!!!,2023-01-16T18:22:22Z,1
887,worst deal ever,2023-01-16T18:20:26Z,0
888,Excellent video!,2023-01-16T18:20:21Z,0
889,lets be fair here the whole division was lacking and DJ was so much better than anyone else it was boring to watch except for seconds of genius from DJ but his fights could never top a card and no one reached his level or pose any threat even triple c didn't sell any tickets and he was double champ and had a BR strategy so DJ would always be a top 5 favourite at least for me but i totally understand the decision as askren losing to a journeyman like masvidal made a louder buzz than DJ best performance,2023-01-16T18:16:13Z,0
890,Great video. Always look forward to your videos,2023-01-16T18:15:17Z,1
891,Another great video,2023-01-16T18:15:05Z,0
892,"Huge DJ fan, great video! #mightymouse",2023-01-16T18:11:15Z,0
893,"Love your content my man <3 Appreciate the video. Demetrious Johnson is truely, in my opinion, the greatest of all time; especially after his latest title win in One.",2023-01-16T18:07:47Z,79
894,All because he was SHORT,2023-01-16T18:05:38Z,0
895,wow,2023-01-16T17:59:27Z,0
896,"Some youtubers make videos,others do poetry.
Thanks for the episode!
I would love a video on pride championship.
The subject or the fighter doesn't matter I trust you for that.
Have a good day!",2023-01-16T17:58:51Z,28
897,Gotta put Francis Ngannou up there aswell at this point,2023-01-16T17:55:10Z,4
898,Well done. Masterclass documentary.,2023-01-16T17:53:14Z,9
899,Dj will forever be the 🐐 of flyweight,2023-01-16T17:36:27Z,8
900,The most underrated fighter in the world I can't wait for Johnson V Moraes 3,2023-01-16T17:03:01Z,10
901,This better be 45m+,2023-01-15T22:18:44Z,0
902,Tel Troy i said thanks for convincing you to do it.,2023-01-15T11:21:43Z,1
903,The fight companion live was sultry. Thanks Academic.,2023-01-15T11:21:01Z,9
904,"*Happy New Year!*
*Eat Cannabis Everyday!*
*For Your Health!*
🥳😎🌴💨",2023-01-15T11:19:06Z,1
905,The next ufc desolation episode will be on Francis Ngannou.. ufc 👎,2023-01-15T07:28:15Z,636
906,Time to get the lotion ready 💦,2023-01-15T04:48:52Z,2
907,This will be a good one for sure there's never been a fighter who was disrespected by the UFC as Johnson the guy was one of if not the best flyweight to ever step in a cage and the way he was treated was disgusting,2023-01-15T03:35:10Z,34
